id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
25519112,Home in Santa Cruz · ★4.84 · 1 bedroom · 1 bed · 1 private bath,192574992,Merritt,,City of Capitola,36.95894,-121.9793,Private room,150,5,264,2023-12-26,3.91,1,67,19,
25583846,Home in Aptos · ★4.94 · 1 bedroom · 1 bed · 1.5 baths,30939820,Maureen,,Unincorporated Areas,36.95396,-121.87124,Private room,125,1,241,2023-12-25,3.57,1,85,33,
25809833,Home in Aptos · ★4.98 · 3 bedrooms · 5 beds · 3 baths,6805784,Denise,,Unincorporated Areas,36.96756,-121.89733,Entire home/apt,629,4,56,2023-12-04,0.84,1,19,6,
26002358,Guest suite in Aptos · ★4.82 · Studio · 1 bed · 1 bath,51444016,Laura,,Unincorporated Areas,36.99445724487305,-121.89624786376953,Entire home/apt,100,2,96,2023-12-21,1.42,2,0,31,
26031276,Cabin in Aptos · ★4.89 · 2 bedrooms · 3 beds · 1.5 baths,6280201,Tania,,Unincorporated Areas,37.02423,-121.873,Entire home/apt,405,2,252,2023-12-10,3.74,1,43,16,
26171011,Condo in Aptos · ★4.80 · 2 bedrooms · 3 beds · 2.5 baths,100114471,Janiece,,Unincorporated Areas,36.94784,-121.87381,Entire home/apt,468,1,147,2023-11-12,2.20,16,365,20,
26250045,Guest suite in Boulder Creek · ★4.88 · Studio · 2 beds · 1 bath,177446373,Emily,,Unincorporated Areas,37.12774,-122.11591,Entire home/apt,115,2,284,2023-11-12,4.23,1,88,31,
26279783,Farm stay in Aptos · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,62157421,Lauren,,Unincorporated Areas,36.98701,-121.89812,Private room,295,1,59,2023-09-03,1.03,2,179,9,
26336387,Treehouse in Bonny Doon · ★4.86 · 1 bedroom · 1 bed · 1 bath,1701021,Shannon,,Unincorporated Areas,37.02801,-122.09771,Entire home/apt,643,1,228,2023-12-24,3.41,1,60,71,
26339248,Rental unit in Capitola · ★4.74 · 1 bedroom · 2 beds · 1 bath,24413952,Power West,,City of Capitola,36.97338,-121.95191,Entire home/apt,126,2,185,2023-12-28,2.77,34,352,14,
26391127,Home in Santa Cruz · ★4.87 · 3 bedrooms · 4 beds · 2 baths,10978161,Jesse,,City of Santa Cruz,36.95329,-122.04554,Entire home/apt,499,3,31,2023-12-25,0.47,1,32,6,
26400287,Home in Aptos · ★4.99 · 3 bedrooms · 4 beds · 2 baths,29602216,Jackie,,Unincorporated Areas,36.97765,-121.91995,Entire home/apt,288,2,185,2023-12-18,2.89,2,66,29,
26421806,Cottage in Santa Cruz · ★5.0 · 1 bedroom · 1 bed · 1 bath,35722329,Holly,,City of Santa Cruz,36.98235,-122.00619,Entire home/apt,165,3,43,2023-09-24,1.47,1,148,16,
26427178,Home in Santa Cruz · ★4.89 · 1 bedroom · 1 bed · 2 shared baths,3275359,Jenifer,,City of Capitola,36.96981638766386,-121.96763240486732,Private room,120,5,9,2023-09-02,0.17,2,195,3,
26499057,Home in Santa Cruz · 3 bedrooms · 4 beds · 2 baths,1188082,Marc,,City of Santa Cruz,36.96188,-122.03815,Entire home/apt,400,14,0,,,1,179,0,
26535676,Home in Aptos · ★5.0 · 2 bedrooms · 3 beds · 1 bath,127420250,PMI Santa,,Unincorporated Areas,36.96944587541937,-121.88022202510817,Entire home/apt,99,31,3,2023-11-24,0.34,3,103,3,
26641835,Condo in Watsonville · ★4.48 · 3 bedrooms · 3 beds · 2 baths,36461956,Mary,,Unincorporated Areas,36.86743,-121.81752,Entire home/apt,451,2,42,2023-09-24,0.68,1,355,6,
26642219,Home in Aptos · ★4.68 · 3 bedrooms · 4 beds · 2.5 baths,77921432,Cheshire Rio Realty,,Unincorporated Areas,36.97304,-121.90408,Entire home/apt,386,3,50,2022-09-05,0.75,47,56,0,
26814403,Townhouse in Capitola · ★4.76 · 1 bedroom · 1 bed · 1 bath,201644081,Jacqui,,City of Capitola,36.97189,-121.95325,Entire home/apt,280,3,58,2023-09-11,0.90,1,180,9,
26843312,Cabin in Los Gatos · ★4.82 · 3 bedrooms · 3 beds · 2 baths,201836785,Chris,,Unincorporated Areas,37.19381,-122.04063,Entire home/apt,324,1,450,2023-12-20,6.80,1,0,73,
26996045,Vacation home in Santa Cruz · ★4.98 · 3 bedrooms · 5 beds · 1 bath,53097303,Susan,,City of Santa Cruz,36.967236,-122.011856,Entire home/apt,269,2,85,2023-11-25,1.98,2,0,23,
27059339,Home in Watsonville · ★4.91 · 4 bedrooms · 5 beds · 3 baths,21700887,Michael,,Unincorporated Areas,37.02411605789119,-121.82119032473008,Entire home/apt,499,1,118,2023-11-12,1.87,1,241,20,
27310272,Treehouse in Aptos · ★4.91 · 1 bedroom · 1 bed · 1 bath,109505884,Raine & OM Team,,Unincorporated Areas,37.01626,-121.8817,Entire home/apt,256,2,358,2023-12-12,5.50,7,78,67,
27396372,Bungalow in Aptos · ★4.98 · 2 bedrooms · 2 beds · 1 bath,143189800,Joan,,Unincorporated Areas,36.97536,-121.92034,Entire home/apt,296,2,189,2023-12-20,2.87,1,0,42,
27581724,Home in Aptos · ★4.94 · 4 bedrooms · 7 beds · 2 baths,198897998,Robert,,Unincorporated Areas,36.96976,-121.90365,Entire home/apt,631,3,135,2023-12-29,2.08,1,173,2,
27697491,Camper/RV in Santa Cruz · ★4.70 · 2 beds · 1 bath,209082030,Carrie,,City of Santa Cruz,36.99037,-121.99708,Entire home/apt,66,1,347,2023-11-26,5.31,1,90,48,
27700661,Cabin in Scotts Valley · ★4.85 · 2 bedrooms · 2 beds · 2 baths,155644823,Jon,,Unincorporated Areas,37.06486,-122.04106,Entire home/apt,194,2,359,2023-12-25,5.51,4,341,42,
27950686,Guesthouse in Santa Cruz · ★4.88 · 1 bedroom · 1 bed · 1 bath,21921036,Karinne,,City of Capitola,36.95587,-121.97678,Entire home/apt,255,30,16,2022-09-09,0.26,2,332,0,
28075320,Home in Santa Cruz · ★4.79 · 1 bedroom · 4 beds · 2 baths,2967802,Kathleen,,City of Santa Cruz,36.96272,-121.99764,Entire home/apt,349,2,156,2023-11-26,2.44,2,259,29,
28099121,Rental unit in Santa Cruz · ★4.97 · 1 bedroom · 1 bed · 1 bath,4261488,Hallie,,City of Santa Cruz,36.97917,-122.01491,Entire home/apt,180,3,78,2023-10-31,1.21,4,89,16,
28186358,Guest suite in Santa Cruz · ★4.89 · Studio · 1 bed · 1 bath,86542916,Michelle,,Unincorporated Areas,36.97211,-121.99151,Entire home/apt,89,2,346,2023-12-26,5.47,1,0,47,
28343607,Rental unit in Soquel · ★4.94 · 1 bedroom · 1 bed · 1 bath,149883552,Skip,,Unincorporated Areas,36.99125,-121.94809,Entire home/apt,84,30,136,2022-09-11,2.11,1,173,0,
28412046,Home in Aptos · ★4.99 · 1 bedroom · 1 bed · 1 private bath,100950743,Mary Ann,,Unincorporated Areas,36.97345,-121.8954,Private room,185,2,134,2023-11-25,2.09,1,257,13,
28463791,Home in Santa Cruz · ★4.81 · 3 bedrooms · 5 beds · 2.5 baths,100114471,Janiece,,City of Capitola,36.9589,-121.98123,Entire home/apt,595,2,121,2023-11-27,1.88,16,334,29,
28491619,Guest suite in Aptos · ★4.66 · 1 bedroom · 1 bed · 1 private bath,3696153,Ricardo,,Unincorporated Areas,36.97629,-121.91397,Private room,57,1,265,2023-12-17,4.14,1,60,61,
28499066,Guesthouse in Santa Cruz · ★4.82 · Studio · 1 bed · 1 bath,4186642,Rosana,,Unincorporated Areas,36.99833,-122.00928,Entire home/apt,125,2,11,2023-08-27,0.18,1,47,5,
28519798,Guest suite in Santa Cruz · ★4.97 · Studio · 1 bed · 1 bath,8554369,Patricia,,Unincorporated Areas,36.97476,-121.98609,Entire home/apt,139,2,160,2023-11-25,4.09,1,0,42,
28587126,Home in Los Gatos · ★4.88 · 2 bedrooms · 1 bed · 1 private bath,215939379,Linnea,,Unincorporated Areas,37.11159,-121.93675,Private room,217,2,32,2022-11-06,0.50,3,363,0,
28603230,Home in Los Gatos · ★5.0 · 2 bedrooms · 1 bed · 1 private bath,215939379,Linnea,,Unincorporated Areas,37.11248,-121.93527,Private room,180,2,49,2022-08-15,0.76,3,350,0,
28638719,Home in Santa Cruz · ★4.96 · 1 bedroom · 1 bed · 1 private bath,216112224,Jenny,,Unincorporated Areas,36.97691,-121.97951,Private room,76,1,331,2023-12-20,5.51,1,0,96,
28720801,Home in Santa Cruz · ★4.93 · 5 bedrooms · 6 beds · 2 baths,38043035,Rex,,City of Santa Cruz,36.96714,-122.02429,Entire home/apt,709,1,280,2023-12-19,4.38,6,307,62,
28845392,Home in Santa Cruz · ★4.73 · 4 bedrooms · 2 beds · 3 baths,100114471,Janiece,,City of Santa Cruz,36.9544,-122.05379,Entire home/apt,210,1,15,2023-10-21,0.26,16,32,9,
28846910,Cottage in Aptos · ★4.85 · 3 bedrooms · 4 beds · 1 bath,100114471,Janiece,,Unincorporated Areas,36.9785,-121.92007,Entire home/apt,208,1,178,2023-12-27,2.78,16,0,28,
28861010,Home in Aptos · ★4.94 · 2 bedrooms · 3 beds · 1 bath,217602499,Mariam,,Unincorporated Areas,36.9707,-121.90262,Entire home/apt,274,2,216,2023-12-25,3.40,1,248,42,
28941500,Cottage in Felton · 1 bedroom · 1 bed · 1 bath,159673582,Gio,,Unincorporated Areas,37.06405,-122.07975,Entire home/apt,124,28,2,2022-11-04,0.06,4,149,0,
28966253,Place to stay in Aptos · ★4.91 · 1 bedroom · 6 beds · 1 bath,76417069,Teresa And Jules,,Unincorporated Areas,36.96828,-121.90349,Entire home/apt,295,2,170,2023-11-19,2.68,1,0,14,
28986680,Guest suite in Aptos · ★4.93 · 1 bedroom · 1 bed · 1 bath,60654322,Robert,,Unincorporated Areas,36.9683,-121.89596,Entire home/apt,264,2,120,2023-11-04,1.90,1,82,15,
29011671,Guesthouse in Santa Cruz · ★5.0 · 1 bedroom · 2 beds · 1 bath,185544076,Jack,,Unincorporated Areas,36.97833,-121.98465,Entire home/apt,229,2,20,2023-07-16,0.32,1,8,1,
29061675,Farm stay in Santa Cruz · ★5.0 · 2 bedrooms · 2 beds · 2 baths,43594410,Mark,,Unincorporated Areas,36.98051,-121.9754,Entire home/apt,295,2,3,2023-08-06,0.41,1,176,3,
29190539,Condo in Aptos · ★4.96 · 2 bedrooms · 3 beds · 2 baths,120447808,Greg,,Unincorporated Areas,36.95145,-121.88002,Entire home/apt,365,2,24,2023-07-16,0.38,2,354,2,
29219722,Home in Boulder Creek · ★4.82 · 1 bedroom · 3 beds · 1 bath,219932904,Megan,,Unincorporated Areas,37.14615,-122.13122,Entire home/apt,159,2,153,2023-12-29,2.59,1,87,19,
29313343,Guesthouse in Felton · ★4.77 · Studio · 2 beds · 1 bath,220832965,CariandStephen,,Unincorporated Areas,37.03659,-122.0823,Entire home/apt,135,1,338,2023-12-27,5.35,1,354,34,
29367823,Home in Santa Cruz · ★4.76 · 3 bedrooms · 4 beds · 2 baths,3585233,Jen And Chris,,City of Capitola,36.9629,-121.97355,Entire home/apt,281,2,288,2023-11-05,4.69,1,165,37,
29386827,Home in Felton · ★4.57 · 3 bedrooms · 3 beds · 2 baths,19351771,Suri,,Unincorporated Areas,37.0546,-122.06278,Entire home/apt,219,3,51,2023-09-12,1.08,1,365,3,
29417771,Serviced apartment in Santa Cruz · 1 bedroom · 1 bed · 1 bath,20210962,April,,Unincorporated Areas,37.06833,-121.96372,Entire home/apt,140,7,0,,,1,333,0,
29570785,Condo in Aptos · ★4.93 · 2 bedrooms · 2 beds · 2 baths,222628116,Ty,,Unincorporated Areas,36.95123,-121.87826,Entire home/apt,509,2,61,2023-10-02,1.00,1,346,6,
29592980,Home in Watsonville · ★4.93 · 2 bedrooms · 2 beds · 1 bath,222762735,Dan,,Unincorporated Areas,36.9472,-121.80478,Entire home/apt,236,2,71,2023-07-04,1.17,3,365,2,
29661710,Guest suite in Aptos  · ★4.82 · 1 bedroom · 1 bed · 1 bath,44764,Steven,,Unincorporated Areas,36.98142,-121.88344,Entire home/apt,95,4,148,2023-09-30,2.38,3,257,18,
29713321,Condo in Aptos · ★4.67 · 1 bedroom · 2 beds · 1 bath,120447808,Greg,,Unincorporated Areas,36.94985,-121.87624,Entire home/apt,261,2,9,2023-11-03,0.43,2,364,6,
29878108,Guesthouse in Soquel · ★4.98 · 1 bedroom · 1 bed · 1 bath,224685510,Chris & Venesa,,City of Capitola,36.9841,-121.93905,Entire home/apt,139,2,278,2023-11-20,4.51,1,0,17,
29925965,Home in Aptos · ★4.98 · 3 bedrooms · 3 beds · 2 baths,139131963,Lena,,Unincorporated Areas,36.96799,-121.89076,Entire home/apt,279,1,222,2023-11-20,3.60,1,0,32,
29941094,Townhouse in Santa Cruz · ★5.0 · 3 bedrooms · 5 beds · 2.5 baths,6075373,Tina,,City of Santa Cruz,36.96742,-122.02261,Entire home/apt,289,30,4,2022-06-10,0.07,1,364,0,
29947577,Townhouse in Capitola · ★4.99 · 2 bedrooms · 4 beds · 2 baths,218281800,Jennifer,,City of Capitola,36.97286,-121.9548,Entire home/apt,365,2,150,2023-12-24,2.53,2,300,23,
29984346,Campsite in Santa Cruz · ★4.92 · 1 bedroom · 1 bed · 1 bath,47316700,Ovr,,Unincorporated Areas,37.00402,-122.00414,Entire home/apt,65,2,466,2023-12-22,7.48,74,243,72,
30264862,Cabin in Soquel · ★4.94 · 2 bedrooms · 2 beds · 1 bath,42497135,Maya,,Unincorporated Areas,37.04973,-121.95741,Entire home/apt,247,4,152,2023-11-24,2.50,1,355,36,
30275098,Home in Ben Lomond · ★4.97 · 2 bedrooms · 2 beds · 1.5 baths,227383314,Tom & Martha,,Unincorporated Areas,37.10681,-122.09617,Entire home/apt,556,2,89,2023-11-12,2.78,2,179,19,
30292495,Home in Watsonville · ★4.92 · 3 bedrooms · 4 beds · 2 baths,222762735,Dan,,Unincorporated Areas,36.94757,-121.80482,Entire home/apt,321,2,26,2023-11-24,0.52,3,365,6,
30374756,Townhouse in La Selva Beach · ★4.98 · 1 bedroom · 1 bed · 1 private bath,194163526,Dorothea,,Unincorporated Areas,36.92906,-121.85995,Private room,155,2,178,2023-11-12,2.96,1,69,25,
30401233,Camper/RV in Scotts Valley · 1 bedroom · 5 beds · 1.5 baths,7611482,Mary,,City of Scotts Valley,37.05951,-121.99948,Entire home/apt,295,3,1,2022-05-30,0.05,1,364,0,
30529108,Home in Santa Cruz · ★4.78 · 3 bedrooms · 4 beds · 1 bath,15867956,Surf City,,Unincorporated Areas,36.96112,-121.98571,Entire home/apt,275,1,73,2023-11-25,1.21,50,311,17,
30585288,Tiny home in Scotts Valley · ★5.0 · 1 bedroom · 2 beds · 1 bath,229430996,Heather,,Unincorporated Areas,37.050487204640454,-122.00058782445996,Entire home/apt,213,2,147,2023-12-28,2.63,1,120,39,
30677700,Home in Santa Cruz · ★5.0 · 3 bedrooms · 4 beds · 2 baths,15818099,Matthew,,City of Santa Cruz,36.96583,-122.00984,Entire home/apt,475,4,62,2023-11-26,1.08,1,311,25,
30857528,Guesthouse in Felton · ★4.85 · 1 bedroom · 1 bed · 1 bath,180798502,Zohar,,Unincorporated Areas,37.04147,-122.07708,Entire home/apt,121,1,163,2023-12-26,2.72,1,76,58,
30893407,Condo in Scotts Valley · ★4.86 · Studio · 1 bed · 1 bath,17462893,Hannah,,City of Scotts Valley,37.05856,-122.01231,Entire home/apt,95,1,231,2023-10-06,3.78,1,0,37,
31208437,Condo in Capitola · ★4.83 · 1 bedroom · 3 beds · 1 bath,19290771,Robert,,City of Capitola,36.97032,-121.95381,Entire home/apt,628,2,12,2021-11-14,0.22,1,351,0,
31286319,Condo in Aptos · ★4.92 · 1 bedroom · 2 beds · 1 bath,234135831,Sally Sai Wang,,Unincorporated Areas,36.94892766149858,-121.8760186515013,Entire home/apt,249,1,124,2023-12-27,4.42,1,355,38,
31395211,Villa in Santa Cruz · ★4.89 · 1 bedroom · 1 bed · 1 private bath,235134938,Jaimi,,Unincorporated Areas,37.0422,-122.10845,Private room,92,1,289,2023-12-28,4.80,3,359,40,
31395713,Villa in Santa Cruz · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,235134938,Jaimi,,Unincorporated Areas,37.04099,-122.10867,Private room,104,1,158,2023-09-24,2.62,3,360,31,
31411575,Townhouse in Santa Cruz · ★4.84 · 1 bedroom · 1 bed · 1.5 baths,235280815,Mary Ellen,,City of Santa Cruz,36.96539,-122.02179,Private room,139,3,161,2023-11-26,2.69,1,323,19,
31592891,Home in Boulder Creek · ★5.0 · 1 bedroom · 1 bed · 1 private bath,3303603,Tex,,Unincorporated Areas,37.13017,-122.11187,Private room,89,2,55,2023-10-09,0.95,1,57,11,
31692877,Home in Watsonville · ★4.76 · 2 bedrooms · 2 beds · 2.5 baths,23683127,Denise,,City of Watsonville,36.93613,-121.79895,Entire home/apt,467,2,59,2023-07-17,1.07,3,365,3,
31711091,Condo in Aptos · ★4.86 · 1 bedroom · 2 beds · 1 bath,77921432,Cheshire Rio Realty,,Unincorporated Areas,36.968628,-121.904564,Entire home/apt,317,3,43,2023-11-25,0.78,47,108,10,
31831748,Home in Aptos · ★4.78 · 4 bedrooms · 4 beds · 2.5 baths,70375527,Kate & Brian,,Unincorporated Areas,36.9928,-121.8435,Entire home/apt,779,7,9,2023-07-22,0.16,1,49,1,
31855922,Condo in Aptos · ★4.67 · 2 bedrooms · 3 beds · 2 baths,77921432,Cheshire Rio Realty,,Unincorporated Areas,36.96713,-121.90223,Entire home/apt,330,3,46,2023-09-05,0.78,47,151,8,
31880477,Condo in Aptos · ★4.72 · 2 bedrooms · 2 beds · 2 baths,77921432,Cheshire Rio Realty,,Unincorporated Areas,36.96833,-121.90325,Entire home/apt,294,3,25,2023-09-28,0.46,47,40,9,
31905335,Cottage in Capitola · ★4.91 · 2 bedrooms · 5 beds · 2 baths,70567530,Denise,,City of Capitola,36.97399,-121.95058,Entire home/apt,425,3,55,2023-10-16,0.92,1,237,9,
32016115,Home in Santa Cruz · ★5.0 · 4 bedrooms · 5 beds · 2 baths,206756630,Jennifer,,City of Santa Cruz,36.94975,-122.05531,Entire home/apt,550,30,3,2023-02-28,0.05,1,179,1,
32067970,Home in Aptos · ★4.88 · 3 bedrooms · 4 beds · 2.5 baths,77921432,Cheshire Rio Realty,,Unincorporated Areas,36.97255,-121.91136,Entire home/apt,396,3,25,2023-06-18,0.44,47,148,2,
32109108,Villa in Aptos · ★5.0 · 3 bedrooms · 4 beds · 3 baths,4141253,Les,,Unincorporated Areas,36.98987,-121.88961,Entire home/apt,1399,7,3,2019-08-17,0.05,1,358,0,
32189712,Home in La Selva Beach · ★4.98 · 3 bedrooms · 5 beds · 2.5 baths,241534399,Joseph,,Unincorporated Areas,36.92307,-121.85461,Entire home/apt,446,2,110,2023-12-27,1.98,1,332,25,
32238710,Bungalow in Santa Cruz · ★4.64 · 1 bedroom · 2 beds · 1 bath,136376,Annie,,City of Capitola,36.958585107451164,-121.97178791419626,Entire home/apt,186,4,201,2023-12-16,3.61,2,0,56,
32257442,Cabin in Felton · ★5.0 · 2 bedrooms · 1 bed · 2 baths,44288629,Sarah,,Unincorporated Areas,37.036843516282566,-122.07771023872213,Private room,65,21,6,2022-08-20,0.10,1,142,0,
32359642,Rental unit in Santa Cruz · ★4.96 · 2 bedrooms · 4 beds · 1 bath,242967724,Ben,,City of Santa Cruz,36.98417,-122.0129,Entire home/apt,271,2,387,2023-12-24,6.55,1,0,66,
32404046,Home in Aptos · ★4.64 · 3 bedrooms · 6 beds · 1 bath,77921432,Cheshire Rio Realty,,Unincorporated Areas,36.97008,-121.90627,Entire home/apt,393,3,28,2023-09-04,0.50,47,179,4,
32477487,Guest suite in Santa Cruz · ★4.83 · 1 bedroom · 1 bed · 1 bath,8777093,GT Home Solution,,City of Santa Cruz,36.96547,-122.05594,Entire home/apt,70,29,96,2023-04-20,1.63,2,187,2,
32642107,Rental unit in Aptos · 2 bedrooms · 2 beds · 2 baths,5577045,Kathy,,Unincorporated Areas,36.97674,-121.90123,Entire home/apt,150,30,0,,,1,332,0,
32667434,Home in Santa Cruz · ★4.94 · 4 bedrooms · 6 beds · 2 baths,50523476,Pamela,,City of Santa Cruz,36.96507,-122.00852,Entire home/apt,595,2,165,2023-11-27,2.96,1,312,31,
32848820,Camper/RV in Boulder Creek · ★4.36 · 1 bedroom · 1 bed · 0 baths,247131612,Christopher,,Unincorporated Areas,37.19386,-122.14897,Entire home/apt,89,2,11,2023-08-13,0.80,1,356,10,
32954244,Tiny home in Santa Cruz · ★4.82 · 1 bedroom · 1 bed · 0 baths,499160,Kristina,,City of Santa Cruz,36.96089,-122.02791,Entire home/apt,175,1,175,2023-10-01,3.05,5,364,18,
32961632,Home in Aptos · ★4.97 · 2 bedrooms · 3 beds · 1 private bath,22666393,Penelope,,Unincorporated Areas,37.0016,-121.85155,Private room,120,3,90,2023-07-30,1.61,1,87,1,
32995131,Home in Santa Cruz · ★4.96 · 3 bedrooms · 4 beds · 2 baths,1653944,Curtis,,Unincorporated Areas,36.963,-121.98538,Entire home/apt,400,2,57,2023-08-17,1.02,2,31,7,
33043667,Townhouse in Watsonville · ★4.86 · 3 bedrooms · 3 beds · 2.5 baths,15867956,Surf City,,Unincorporated Areas,36.92675,-121.85856,Entire home/apt,500,1,78,2023-12-28,1.34,50,0,13,
33129890,Guest suite in Santa Cruz · ★4.92 · Studio · 1 bath,97824505,Delphina,,City of Capitola,36.95911,-121.97058,Entire home/apt,110,4,130,2023-12-20,2.25,1,152,28,
33161339,Home in Capitola · ★4.85 · 3 bedrooms · 6 beds · 2 baths,15867956,Surf City,,City of Capitola,36.97284,-121.95805,Entire home/apt,183,31,66,2023-09-18,1.17,50,175,2,
33198241,Cabin in Watsonville · ★4.94 · 3 bedrooms · 3 beds · 2 baths,160903794,Mary & Matt,,Unincorporated Areas,37.0177,-121.74726,Entire home/apt,270,2,168,2023-11-22,3.08,1,42,35,
33219124,Home in Aptos · ★4.89 · 4 bedrooms · 7 beds · 2.5 baths,250113000,Jaleh,,Unincorporated Areas,36.96667,-121.90175,Entire home/apt,984,3,94,2023-11-25,1.65,6,313,14,
33219743,Townhouse in Capitola · ★4.83 · 3 bedrooms · 4 beds · 3 baths,15867956,Surf City,,City of Capitola,36.97061,-121.95373,Entire home/apt,401,1,24,2023-10-01,0.74,50,290,5,
33244379,Home in Santa Cruz · 3 bedrooms · 3 beds · 2 baths,39753425,Beachnest,,City of Santa Cruz,36.96194842951189,-121.99921910482581,Entire home/apt,561,1,1,2019-10-30,0.02,42,293,0,
33376687,Bungalow in Santa Cruz · ★4.50 · 1 bedroom · 3 beds · 1 bath,10111293,Jennifer,,City of Santa Cruz,36.96598,-122.01172,Entire home/apt,299,1,167,2023-09-03,2.91,1,310,18,
33399570,Condo in Aptos · ★4.22 · 3 bedrooms · 5 beds · 2.5 baths,77921432,Cheshire Rio Realty,,Unincorporated Areas,36.96884,-121.90477,Entire home/apt,371,3,27,2023-06-14,0.47,47,26,1,
33530670,Home in Watsonville · ★4.98 · 5 bedrooms · 8 beds · 3 baths,4996434,Sheila,,Unincorporated Areas,36.85529,-121.81192,Entire home/apt,1100,2,42,2023-08-14,0.75,1,315,5,
33564923,Guest suite in Santa Cruz · ★5.0 · Studio · 1 bed · 1 bath,252928105,Daniel And Michelle,,City of Santa Cruz,36.96378,-122.05744,Entire home/apt,83,30,37,2023-08-07,0.70,1,212,3,
33719108,Home in Watsonville · ★4.81 · 4 bedrooms · 7 beds · 3.5 baths,4266162,Janet & Marty,,Unincorporated Areas,36.86218,-121.81627,Entire home/apt,575,4,16,2023-11-26,0.30,2,275,11,
33739155,Condo in Aptos · ★4.68 · 1 bedroom · 2 beds · 1 bath,24413952,Power West,,Unincorporated Areas,36.95109,-121.87587,Entire home/apt,160,2,150,2023-12-01,2.75,34,347,36,
33810805,Condo in Aptos · ★4.69 · 1 bedroom · 2 beds · 1 bath,24413952,Power West,,Unincorporated Areas,36.95247,-121.87878,Entire home/apt,252,2,113,2023-11-05,2.02,34,364,14,
33836238,Rental unit in Capitola · ★4.89 · 2 bedrooms · 6 beds · 2.5 baths,213027719,Dan And Dan,,City of Capitola,36.97585,-121.95414,Entire home/apt,600,2,38,2023-10-22,0.69,5,175,4,
33855714,Home in Santa Cruz · ★5.0 · 2 bedrooms · 2 beds · 1 bath,253310849,Denise,,City of Santa Cruz,36.97462,-122.02972,Entire home/apt,450,3,18,2022-11-01,0.33,1,14,0,
33882922,Home in Aptos · ★4.0 · 4 bedrooms · 5 beds · 3 baths,255873360,Maggie,,Unincorporated Areas,36.975240519526785,-121.88340330123901,Entire home/apt,500,7,3,2023-06-30,0.25,1,349,3,
33937946,Condo in Watsonville · ★4.54 · 2 bedrooms · 4 beds · 2 baths,256124108,Zohreh,,Unincorporated Areas,36.87205,-121.8202,Entire home/apt,259,2,182,2023-10-29,3.21,1,326,21,
34084401,Home in Santa Cruz · 3 bedrooms · 4 beds · 2 baths,9946169,Micah,,City of Santa Cruz,36.9726,-122.02195,Entire home/apt,160,30,0,,,1,263,0,
34229574,Guesthouse in Santa Cruz · ★4.91 · Studio · 1 bath,2961472,Micah,,City of Santa Cruz,36.96394,-122.04526,Entire home/apt,130,30,11,2023-09-22,0.58,1,98,5,
34391892,Home in Aptos · ★4.81 · 3 bedrooms · 4 beds · 3 baths,51003705,Bailey Property Management,,City of Capitola,36.98151,-121.93083,Entire home/apt,525,2,31,2023-12-26,0.58,37,233,7,
34417671,Home in Aptos · ★4.75 · 3 bedrooms · 4 beds · 2 baths,77921432,Cheshire Rio Realty,,Unincorporated Areas,36.97157,-121.9073,Entire home/apt,366,7,16,2023-06-24,0.29,47,179,1,
34446612,Cabin in Felton · ★5.0 · 2 bedrooms · 4 beds · 1 bath,55210452,Jamie,,Unincorporated Areas,37.03311,-122.08142,Entire home/apt,442,3,174,2023-12-10,3.40,1,332,38,
34477529,Rental unit in Capitola · ★4.84 · 1 bedroom · 3 beds · 1.5 baths,213027719,Dan And Dan,,City of Capitola,36.97677,-121.94923,Entire home/apt,220,2,164,2023-11-25,2.94,5,174,38,
34477551,Rental unit in Capitola · ★4.92 · 1 bedroom · 3 beds · 1.5 baths,213027719,Dan And Dan,,City of Capitola,36.97572,-121.94914,Entire home/apt,220,2,158,2023-12-26,2.82,5,178,41,
34513114,Home in Los Gatos · ★5.0 · 2 bedrooms · 1 bed · 1 private bath,215939379,Linnea,,Unincorporated Areas,37.1128,-121.9354,Private room,212,2,18,2022-10-09,0.32,3,362,0,
34564927,Home in Watsonville · 2 bedrooms · 2 beds · 2 baths,15867956,Surf City,,Unincorporated Areas,36.92122,-121.85125,Entire home/apt,150,30,1,2023-07-02,0.16,50,54,1,
34687743,Home in Aptos · ★4.90 · 3 bedrooms · 5 beds · 2 baths,179603606,Lori,,Unincorporated Areas,36.97087,-121.90667,Entire home/apt,371,3,98,2023-06-30,1.77,1,53,10,
34744752,Home in Aptos · ★4.52 · 4 bedrooms · 5 beds · 2 baths,77921432,Cheshire Rio Realty,,Unincorporated Areas,36.95944,-121.89113,Entire home/apt,555,3,23,2022-12-31,0.45,47,161,1,
34780324,Home in Felton · 2 bedrooms · 4 beds · 2 baths,2740952,Alberto,,Unincorporated Areas,37.02856,-122.07369,Entire home/apt,2999,2,2,2019-07-21,0.04,1,363,0,
34784053,Treehouse in Ben Lomond · ★4.97 · 1 bedroom · 2 beds · 1.5 baths,12448899,Nicky,,Unincorporated Areas,37.08111,-122.08657,Entire home/apt,258,27,266,2022-12-12,4.73,1,179,0,
